Protein IDs,Alpha A30P_day_1_1, Alpha A30P_day_1_2, Alpha A30P_day_10_1, Alpha A30P_day_10_2, Alpha A53T_day_1_1, Alpha A53T_day_1_2, Alpha A53T_day_10_1, Alpha A53T_day_10_2, Alpha A53T_day_30_1, Alpha A53T_day_30_2, Alpha _day_1_1, Alpha _day_1_2, Alpha _day_10_1, Alpha _day_10_2, Alpha _day_30_1, Alpha _day_30_2
Q9VCV4,-1.392440057,-1.191820916,#VALUE!,-1.776503309,-2.004624027,-0.681654233,#VALUE!,#VALUE!,#VALUE!,-0.011297138,-2.444812094,-1.70505289,-1.849492313,-1.9761911,1.640667197,-1.128314032
Q9VW40,-0.115534926,#VALUE!,0.06942721,0.140255134,#VALUE!,#VALUE!,0.015782997,#VALUE!,-0.362436121,0.013355059,-0.147793366,-0.422249736,#VALUE!,0.25592366,#VALUE!,-0.225059061
Q9VB46,-1.054512152,-0.802059143,0.177726483,-0.560898188,-0.473550527,-0.913977178,0.066123642,#VALUE!,#VALUE!,0.01948843,-0.033038034,-0.718402631,0.10634832,0.220825216,-0.453142572,-0.498647483
Q9VRJ9,-0.998413908,-0.812232253,-0.757110965,-0.148624734,-0.762411809,-0.834518925,-0.695091834,0.011781859,#VALUE!,0.021337583,0.246833688,-1.009640488,#VALUE!,#VALUE!,0.082021269,0.488823464
Q9VPX5,-0.034544456,0.284158746,0.121678557,0.862669589,-0.147585599,#VALUE!,-0.168382143,0.19761381,#VALUE!,0.054084393,#VALUE!,-0.421399364,#VALUE!,-0.189186758,-0.46783268,-0.254358211
Q9VZW1,-0.463648642,#VALUE!,#VALUE!,-0.17807758,-0.473250076,-0.933738558,-0.141048249,-0.228266514,#VALUE!,0.089498151,#VALUE!,0.010493419,1.169411952,#VALUE!,-0.340988829,-0.318289881
Q8SY19,0.346531462,0.260748328,0.366252264,0.10017032,#VALUE!,#VALUE!,#VALUE!,-0.313548777,#VALUE!,0.109427427,0.282261867,0.084200362,-0.031562674,0.067914014,-0.176690851,-0.340367663
Q9Y0Y7,-1.847725705,-0.460071957,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.112499976,#VALUE!,-1.154827126,#VALUE!,#VALUE!,#VALUE!,-0.073195934
Q961Q8,-0.202571918,-0.109249819,-0.289456925,-0.249359197,-0.594051194,0.797428082,-0.471408679,0.089498151,-0.390415222,0.142217362,-0.109296505,-0.501116018,-0.111928948,-0.383887008,#VALUE!,-0.461223476
Q9VKX4,-1.181084012,-1.86638387,-1.030678182,-0.502648224,-0.715793864,-2.493215283,#VALUE!,0.051859299,#VALUE!,0.154323965,-1.486650752,-1.476779313,-0.928594274,-0.620245975,1.032171389,0.027861775
A8WH76,0.096261853,0.189792938,0.628540319,0.047259175,#VALUE!,0.507921465,-0.161685539,#VALUE!,#VALUE!,0.170566057,0.144176924,0.103262627,-0.217339824,#VALUE!,0.428571222,-0.732260471
Q9VQR0,-0.310843998,-0.397410097,-0.167587926,-0.4372325,-0.247765219,#VALUE!,0.046700587,#VALUE!,#VALUE!,0.201884743,-0.020647749,-0.005956182,0.083519749,-0.134477041,-0.543509228,-0.476699007
Q961B3,0.849518948,0.948750342,0.40403114,0.121811151,0.44456106,0.557385581,#VALUE!,#VALUE!,#VALUE!,0.207767938,0.519239949,0.376068071,0.007482576,0.071076162,0.076559095,-0.036703449
Q7JUS1,-0.594268982,-0.307965668,-0.445460262,-1.311721152,-0.79263186,0.71114245,-1.161233749,#VALUE!,#VALUE!,0.211012193,#VALUE!,#VALUE!,#VALUE!,-0.064087713,0.30287467,-0.534621015
Q9VWY5,-1.172473608,-0.950592275,0.38758312,-0.047606789,-0.839828452,#VALUE!,-0.171059767,-0.30281334,#VALUE!,0.244521774,-0.693201152,-0.752971794,-0.375028837,-0.424920068,0.081748651,-0.09320174
Q24048-2;Q1RL12,#VALUE!,#VALUE!,#VALUE!,0.257372756,#VALUE!,#VALUE!,#VALUE!,0.202135581,-0.08882232,0.253989266,0.712639798,#VALUE!,0.456806149,#VALUE!,#VALUE!,0.201257457
Q9VH26,#VALUE!,-0.392837789,-0.470908705,-0.017679916,0.451751815,#VALUE!,-0.349474378,-0.166729367,#VALUE!,0.272620455,-1.1727663,#VALUE!,-0.644329652,#VALUE!,-0.50860864,0.160016608
Q9U6A0-2;Q9U6A0,-0.102790559,0.394404385,0.340960985,0.264836648,0.534161233,#VALUE!,0.290542363,0.38084025,#VALUE!,0.290896181,0.189539944,0.155619721,0.353662045,0.578214165,0.291485686,-0.010294201
Q9VEH2,1.347608968,0.9644356,1.296075575,0.55885537,#VALUE!,#VALUE!,#VALUE!,1.229772477,#VALUE!,0.297015288,0.85239842,0.929336534,#VALUE!,0.83293051,0.371503105,0.329755086
Q9VQK7,-0.439617637,-0.409029181,#VALUE!,0.078063256,-0.689264356,#VALUE!,-0.014747326,0.207767938,#VALUE!,0.33468268,-0.587099271,-0.648507354,0.159112461,#VALUE!,0.471135424,-0.300395067
Q9W396,0.001586092,0.177343788,0.552278691,0.468531186,0.390557636,-0.11130545,1.015069322,0.62564456,0.348119084,0.337882322,0.12631213,0.097475959,0.538140809,0.556306784,#VALUE!,0.493134922
Q9W236;Q8SY83,0.762816526,0.883855382,0.532366836,0.398240905,0.558071669,#VALUE!,0.707259728,0.649937299,#VALUE!,0.337996464,0.334110568,0.135272179,0.516620347,0.411860074,0.406971971,0.432531879
Q9VN73,#VALUE!,0.107286135,0.223175386,0.396159489,-0.109343193,#VALUE!,-0.002180116,0.114766793,#VALUE!,0.342213373,-0.277936237,#VALUE!,-0.367303693,-0.167652744,-0.050442656,-0.156032231
Q7K3W4,0.452595435,0.687150294,0.446362112,0.955163988,#VALUE!,0.535455799,#VALUE!,1.531319072,#VALUE!,0.366364183,0.270110276,0.602076748,#VALUE!,0.927593096,0.535356259,0.290188457
A1ZA89;Q8STB9;Q8WR08,-0.7615066,-0.868147154,0.106750315,1.017351842,0.778460921,-1.505983842,1.053180862,#VALUE!,#VALUE!,0.371614618,-0.958168283,-0.7154148,-0.293465027,-0.066608654,#VALUE!,0.237686079
Q9VUZ8,-0.531302002,-0.501871703,0.142348082,0.027295624,-0.607177036,-0.103503383,#VALUE!,0.162983392,#VALUE!,0.374622206,-0.600730451,-0.466795501,0.44148348,0.41921526,0.323312418,0.258940968
Q9VKW8,-0.259685473,-0.512822392,0.094776557,0.569782712,-0.713071552,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.381061828,-0.471168669,-0.075626427,#VALUE!,0.43839932,#VALUE!,0.702391584
A1ZBW1;A1ZBW0;A1ZBW3;E1JGN7;A1ZBW4,-0.381028435,-0.659471912,0.179128829,0.409037857,0.724301014,#VALUE!,0.266876472,0.661293556,#VALUE!,0.396817103,-0.064479905,-0.662688523,#VALUE!,#VALUE!,0.291367804,0.446467986
Q9VJG4,0.889707158,0.304160547,0.556208672,0.28853575,1.003170443,#VALUE!,0.688493711,0.201633861,#VALUE!,0.437760394,0.522457558,0.626298949,0.480368537,0.42739163,0.370499103,0.217354814
Q9VEK7;Q8IN97,1.012997664,0.484189701,0.489029064,1.451646328,-0.079401803,0.094100916,0.318114344,0.12154595,0.205142241,0.47019844,-0.213152756,-0.318379825,0.313245852,0.498250868,#VALUE!,-0.052879983
O97365,#VALUE!,#VALUE!,#VALUE!,0.126179949,-0.645141663,#VALUE!,0.458906907,#VALUE!,#VALUE!,0.482228746,-0.364849276,-0.236690416,#VALUE!,-0.135506774,-0.017358646,0.17466208
Q9VRD6;A8JUT4;Q9VJ85,1.641361056,1.450432671,1.522206441,#VALUE!,0.948301812,1.415055533,1.566133213,1.13553487,#VALUE!,0.48357074,1.085560625,#VALUE!,1.435308552,1.493391151,1.428839177,1.484292836
A1Z742;A1Z741;Q7JUR6,0.248777694,#VALUE!,0.299010149,#VALUE!,#VALUE!,1.856428019,-0.187920782,#VALUE!,0.247806018,0.513793907,#VALUE!,#VALUE!,-0.162250476,0.10433666,#VALUE!,0.137634672
Q9VCA5,-1.520107234,-2.163138681,-1.183441251,-1.447327829,-1.544813521,-1.792956777,0.104739216,0.337425664,#VALUE!,0.527070336,-1.810915556,-1.877897184,-0.993206499,-0.875830703,-1.785129166,-1.316887478
Q9VLB1,-1.234736845,-1.311685339,0.859492545,0.835196482,-3.693481097,-3.613008107,0.445302942,0.322851124,#VALUE!,0.534260856,-3.43147362,-3.478523052,0.439782689,0.806117796,0.985281824,0.90565897
Q9V3U2;REV__P46415,-0.556138778,-0.439930735,0.010206943,0.133563526,-0.287835662,-0.656740008,1.254775427,0.209515751,#VALUE!,0.541019153,-0.450222416,-0.392099232,0.88041126,0.136978812,-0.120984383,0.163627539
Q29QY7;Q86BG3,1.097071371,1.085832524,0.881821213,#VALUE!,1.21896711,1.048724443,0.584577731,0.69937395,#VALUE!,0.586692697,1.251264629,0.665028868,0.759667186,1.043974365,0.60245688,0.528071165
Q9VP69;Q8IPU1,0.992768431,0.691623493,-0.061450726,0.393196512,0.225768496,0.618802465,0.092072095,-0.231498053,#VALUE!,0.59645814,0.882290891,0.920826827,0.311851831,-0.222026985,0.375734539,0.206643224
Q9VEP9,0.552278691,0.499986164,1.238481171,1.435575259,0.44858384,#VALUE!,0.965765818,0.878529177,#VALUE!,0.638398262,0.45037988,-0.004797716,-0.065023117,1.10962801,#VALUE!,0.617486566
Q9VCI3-3;Q9VCI3;Q9VCI3-2,-1.598063771,-0.794757645,-0.962913025,-0.777467438,-1.712929659,-1.816545246,-0.969791068,-0.777764223,#VALUE!,0.644963754,-1.586665886,-1.60235035,-0.653854367,-0.676157277,0.032524066,0.014069583
Q24523-3;Q24523;Q24522;E1JHG7;Q24522-3;E1JH96;Q24522-4;Q24522-2,0.263274835,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.122711203,0.642100805,0.684280151,#VALUE!,0.665210831,0.30987466,0.100708589,0.661111098,0.620492574,#VALUE!,0.74278234
Q9VDI5,-0.614690458,-0.587185964,0.419107367,0.338338835,-0.677171944,-0.137504966,-0.105597405,0.232537969,#VALUE!,0.714399397,-0.078792203,-0.675212434,0.374399637,0.547745939,0.273933569,0.534460082
P37193,#VALUE!,#VALUE!,1.384768212,3.444667067,#VALUE!,#VALUE!,1.350893227,1.38758312,#VALUE!,0.720015735,2.241657166,#VALUE!,#VALUE!,#VALUE!,1.830295894,1.881664619
Q9VXH7,1.158337027,0.967389976,0.942082805,1.37517848,0.649385529,0.568518598,0.975189938,1.379898164,#VALUE!,0.722728309,0.637192887,0.49241724,0.992840926,0.675364313,0.845510123,1.042574302
Q9VA95,#VALUE!,0.991027447,0.545573056,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.740193617,#VALUE!,#VALUE!,0.635243612,0.51551062,0.448478121,0.656633655
Q9VDV3,-0.154618343,-0.135411691,0.196103398,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.760519037,0.542505701,0.319386715,#VALUE!,#VALUE!,#VALUE!,0.251446432
Q03751-3;Q03751-2;Q03751,0.986374526,1.20720569,1.039699918,1.173575207,1.662706823,2.173958903,0.955015156,1.211697545,#VALUE!,0.807767062,1.726656863,2.106683324,1.089362553,1.582218773,0.667301759,0.827819025
A8JR58;Q8SXY1,#VALUE!,1.255802837,1.300358052,1.307545102,1.422986451,#VALUE!,1.586260342,1.261590989,#VALUE!,0.837781812,0.960734102,1.051859299,1.194843512,1.018206857,0.966135105,1.111832587
Q7JRA7;Q5BIE4,0.854394678,#VALUE!,-0.374168442,-0.574089588,#VALUE!,#VALUE!,-0.62602334,-0.45059697,#VALUE!,0.878607646,1.564378169,1.598222263,-0.429789684,-0.439050321,-0.379244699,-0.091694334
E1JHU5;Q4ABG9,-0.408071699,-0.805459024,0.336397656,0.579662897,-1.556138778,-0.467413729,0.472695713,0.757620689,#VALUE!,0.922121715,-1.173677277,-0.636772843,2.580434959,0.619741659,0.237686079,0.777956188
Q8MLN6;Q9W122,-1.35812108,-1.193568698,#VALUE!,#VALUE!,-1.075550412,-1.56452075,#VALUE!,#VALUE!,#VALUE!,0.930548119,-1.45842569,-0.280895433,#VALUE!,0.503043371,#VALUE!,-0.123921208
Q9VAY9,-0.782545916,-1.171303434,-0.509881745,0.094371211,-0.775120045,-0.987102422,0.063226802,0.136847604,#VALUE!,0.947778352,-0.556478215,-0.951233714,0.256165277,0.299479128,0.401084302,0.768163147
O76877,1.017565643,1.236278303,0.352532557,0.515712452,#VALUE!,#VALUE!,0.430392334,1.001874286,#VALUE!,1.025595836,0.806282807,0.933421563,0.504569548,0.679874148,#VALUE!,0.791355669
Q9V535,0.21971064,0.195851509,0.999494968,0.733007184,0.263034406,-0.076325953,1.002162421,0.750949452,#VALUE!,1.0767643,0.129085148,0.256527627,0.691176797,0.798589739,0.618520588,0.69706208
Q8IMX8,1.033440622,0.847034789,1.324234562,1.117096566,0.277032552,0.129612738,0.929109248,0.87892148,#VALUE!,1.087870133,0.739761711,0.302523778,1.337768171,1.327572404,1.182755851,1.293841299
Q9VMF1,0.3934162,0.627513457,-0.752023891,-0.370377599,0.173894961,0.258699816,-0.111804227,-0.41077343,#VALUE!,1.14254414,0.121413331,2.149714608,-1.044687197,-1.00943717,-0.700591209,-0.848297018
O97066,0.039559557,0.262914176,0.906043966,0.969528122,0.56315813,-0.02539727,0.791188942,1.032241931,0.92189329,1.211884402,0.406645508,0.246833688,0.966799585,0.969086007,#VALUE!,0.998195503
Q9VGJ6,-0.584133189,-0.633837278,0.264356271,0.553950241,-0.737759295,-0.422404403,0.469365054,0.418351888,#VALUE!,1.2174789,-0.783911482,-0.74942643,0.224163787,0.156267163,0.533762671,0.998123276
Q9Y1A3,#VALUE!,#VALUE!,1.183899335,1.132445234,#VALUE!,1.145547036,#VALUE!,0.821220391,#VALUE!,1.30987466,1.175811994,1.344942091,1.015283461,1.150364705,1.061223202,1.149519521
Q0E8N7,1.666302128,0.901185494,#VALUE!,0.891263632,1.663936606,0.682033871,#VALUE!,1.012568674,1.312839402,1.314638527,1.513490746,0.654985383,1.232292362,1.187324357,#VALUE!,1.296662968
A8DYH2,0.256286071,0.332622014,0.761370386,0.814509408,0.452384576,0.071762669,0.615322123,0.536251879,#VALUE!,1.376846014,0.04558276,0.177343788,0.685446835,0.74278234,0.782324685,1.121612255
O77477,-0.485559561,-0.728024603,0.200504353,0.276317993,-1.136346946,-1.010483107,0.151469198,0.210264166,#VALUE!,1.37717929,-1.131250029,-0.351773876,0.640250721,0.707436442,0.790104741,0.9157121
A1ZB72,2.735912042,#VALUE!,1.510101108,1.52431447,2.166233395,#VALUE!,0.379731849,#VALUE!,#VALUE!,1.380895648,1.442067663,#VALUE!,1.156849613,#VALUE!,1.129019186,1.956577119
Q8SXF0,-1.039695887,-1.286726499,-0.047800644,-0.459833826,-1.348390288,-1.581302701,0.032524066,0.048654702,#VALUE!,1.384823459,-1.397638143,-1.209795144,0.169155359,0.042504263,0.462261769,0.590242708
Q9VK45,0.358508792,0.284987847,#VALUE!,-0.680937055,0.063226802,#VALUE!,-0.557900479,#VALUE!,#VALUE!,1.556944353,0.50771854,1.200629898,#VALUE!,-0.460091803,-1.053314049,-1.504222985
Q9VGP7,-0.39796127,-0.6266469,0.748718834,0.661475991,-1.143181589,-1.372766724,0.792938622,0.455859809,#VALUE!,1.71065768,-1.064525165,-1.444655006,0.801407018,0.810319703,1.145938258,1.534211045
Q9VU75,1.450907702,0.867501151,1.713915721,1.159177062,0.779974061,0.793188404,1.678973308,1.808096689,#VALUE!,1.891730247,1.390282475,1.491186096,1.516317779,1.630824799,2.570001389,1.998773188
Q9VX35,1.258458623,1.538587825,1.005040617,#VALUE!,0.340733161,0.030971642,0.625738062,0.772054552,0.948600847,2.053632698,-0.192447236,1.309117966,1.125981654,0.726656863,#VALUE!,0.866156276
Q9VT65,-0.671094619,-0.353394923,-1.299950972,0.281312491,-0.877473049,#VALUE!,0.024603367,0.321004474,#VALUE!,2.26474659,0.16812853,-0.171303434,-1.143946539,-0.26735742,-0.411905444,-0.154024282
Q9VV23,2.216982489,2.197016127,2.284810223,2.430285273,2.12568416,1.86603755,2.192951618,2.154907199,#VALUE!,2.600697931,2.478661236,2.679266143,2.474955138,2.621102404,2.896756218,2.386231545
P22979,-0.874904397,-1.265379247,1.09396575,1.439303981,-1.163655706,-0.947194617,1.253202677,1.918653375,#VALUE!,2.874541251,-1.265344567,-0.65371818,1.372952098,1.400592576,1.921588666,3.007105779
Q23970,#VALUE!,3.900528731,1.53116933,2.28475101,#VALUE!,#VALUE!,2.313187794,2.630917966,#VALUE!,2.911365621,2.587364991,2.69525892,1.07121349,0.809002775,1.64556333,1.781401682
Q8MLS1,1.899098272,2.799874769,0.270708334,2.019346089,1.90565897,#VALUE!,1.708893509,0.839717775,#VALUE!,3.122391109,2.299830762,2.27733018,0.155619721,-0.108751925,1.792938622,0.391437798
A1Z893,1.960697039,2.047538389,2.479799661,2.601458821,1.892507603,1.59841285,2.518686199,2.55875743,#VALUE!,3.247304742,2.359099433,2.147892776,2.547597892,2.314290484,2.605897265,2.718810943
Q9VK00,2.146752962,2.151956205,3.221753372,2.78144365,3.516519498,2.220670465,1.735002193,2.364236231,#VALUE!,4.355157256,1.902575299,2.00680068,2.557042415,2.226755123,#VALUE!,1.744677789
Q9VVW6,-2.3382504,-1.602569395,#VALUE!,#VALUE!,2.149421968,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-3.642648438,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
E1JIC6;Q8IRC2;E1JIC5;Q8I0Q7;Q9VZI4;Q95U18,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.449847958,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q7KJ69,#VALUE!,#VALUE!,#VALUE!,-1.889182436,-0.047547146,-2.552410225,-2.033333287,#VALUE!,#VALUE!,-2.335189518,#VALUE!,#VALUE!,#VALUE!,-1.664379547,-0.360193652,#VALUE!
P07182,#VALUE!,#VALUE!,-3.170848622,-1.660953856,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.076128226,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VE20,#VALUE!,#VALUE!,#VALUE!,0.305211776,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.050681721,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VFC1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.120168787,-1.932912035,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q7KU82;Q9VS62;P91638,-1.818732034,-1.547383481,#VALUE!,#VALUE!,-0.728383093,#VALUE!,#VALUE!,-0.726543789,-2.15508413,-1.92834715,-1.076767132,#VALUE!,-1.869596238,#VALUE!,#VALUE!,#VALUE!
Q9VP46,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.877950209,-1.896576217,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q4QPR8,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.059078342,-0.165547659,0.111565545,0.066261442,-1.834904882,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9W4Y1,#VALUE!,#VALUE!,#VALUE!,-1.145509571,-0.80503045,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.816240376,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
B7Z0Z7;Q9VX90;Q8IR04,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.811320565,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
B7YZF9;B7YZF7;Q8T0I4;A1Z9C8;Q6AWM7;B7YZG0;B7YZF6;Q0E990;B7YZF5;B7YZF8,#VALUE!,-2.121737651,#VALUE!,#VALUE!,-2.435416966,#VALUE!,#VALUE!,#VALUE!,-3.045014612,-1.767142804,#VALUE!,#VALUE!,-0.350540889,#VALUE!,#VALUE!,#VALUE!
Q8IQQ0,#VALUE!,-1.330029893,-2.099123534,#VALUE!,-1.152836891,#VALUE!,#VALUE!,#VALUE!,-1.425888801,-1.721135031,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9XZ06,-1.94169736,-1.559664334,#VALUE!,-0.716007132,#VALUE!,-1.254461465,#VALUE!,#VALUE!,-1.007666618,-1.682325464,-0.086599286,#VALUE!,-1.321855962,-0.958336468,#VALUE!,#VALUE!
B7Z0T1;Q86BB6;B7Z0T2;Q9VN49,-1.18954867,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.65068002,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VIX4,-0.523234682,-1.572694196,#VALUE!,-1.135617712,-1.774132811,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.613696707,-1.683112822,-2.888754971,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9V770,-0.655466888,#VALUE!,-0.421592586,-0.938375855,-1.8700708,#VALUE!,-0.145764921,-0.499361088,-1.436783284,-1.559324146,#VALUE!,#VALUE!,#VALUE!,-0.516346716,#VALUE!,#VALUE!
Q9VNH6,-1.511073732,-1.958364501,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.511484991,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q94900-3;Q94900-5;Q94900-2;E1JIQ1;Q94900-4;Q94900;E1JIQ2;Q0IGX3,-1.849128423,#VALUE!,-0.929940469,#VALUE!,#VALUE!,-1.587879692,-0.51298708,#VALUE!,-1.766406397,-1.494027794,#VALUE!,-1.322324891,-0.776923491,-0.036126416,#VALUE!,#VALUE!
Q9VRP4,0.245860702,#VALUE!,#VALUE!,-0.500564821,-2.005898236,#VALUE!,-0.204648635,#VALUE!,#VALUE!,-1.433077713,-0.08554263,#VALUE!,#VALUE!,#VALUE!,-1.814970778,#VALUE!
Q7JWD3,#VALUE!,-1.284089062,-0.360138098,-1.146595121,-1.216551727,-0.641851336,-1.102806051,-1.224789285,-0.040007338,-1.40091077,-1.086936354,-0.964742089,-1.141843902,-0.567446742,#VALUE!,#VALUE!
Q9VEV1;Q8INB3,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.049606242,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.397372093,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q7KVB1;Q9W0C5;Q7KVA9,#VALUE!,#VALUE!,-1.007463579,-1.977724522,-2.313082692,-0.534704611,-0.948558289,-1.149312573,-1.623176207,-1.345124568,#VALUE!,#VALUE!,-1.097887821,-1.149248574,#VALUE!,#VALUE!
Q9V6X7,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.621222058,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.335262321,-2.230803761,#VALUE!,#VALUE!,-0.745913952,#VALUE!,#VALUE!
A1Z813,-0.664882667,#VALUE!,-1.34916193,-1.521431947,-2.15168253,-2.433779091,#VALUE!,#VALUE!,#VALUE!,-1.31387154,-1.762142633,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VXF1,-1.003698035,-1.828280761,-1.557836765,-1.486529467,-0.645615547,#VALUE!,-0.571857609,-1.154602284,#VALUE!,-1.307465675,-0.933876358,-0.363159644,#VALUE!,-0.384112926,#VALUE!,#VALUE!
Q9VZU8,-1.410581651,-1.456840702,-0.724158577,-1.205530066,#VALUE!,#VALUE!,-1.367843481,#VALUE!,-1.196243935,-1.23953206,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q8IQP1;Q9VV89;Q8IQP2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.161556442,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
P08120,-0.875327777,-0.713379034,-1.355829914,#VALUE!,-0.924946635,#VALUE!,-0.394069557,-0.93749141,-0.956123595,-1.124534455,#VALUE!,#VALUE!,-0.614182455,-0.493560544,#VALUE!,#VALUE!
Q8MKK1,#VALUE!,-0.236775414,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.092555516,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VIW3,-1.009843833,-1.713402689,-0.768592169,-0.844587522,-0.963644372,#VALUE!,-1.56238873,-1.356568602,#VALUE!,-1.067001533,-1.329123416,-1.182818827,-0.60224084,-0.409680631,#VALUE!,#VALUE!
Q9VW60,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.0014723,#VALUE!,#VALUE!,-1.041565605,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VMR8,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.603423987,-0.975141361,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VZE6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.358897945,#VALUE!,#VALUE!,#VALUE!,-0.905439614,-0.972421273,#VALUE!,#VALUE!,-1.154281143,-1.081888591,#VALUE!,#VALUE!
Q7JRN6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.970243235,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q8I0B7;Q9VND3;E1JJ51,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.960159735,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
B7Z036;Q9VM55;E1JHA6,-2.235280182,-2.204765019,1.497637911,#VALUE!,-2.062444681,-1.937601936,#VALUE!,-0.022375703,0.399991351,-0.927935371,-2.319117579,-1.830895965,0.05004888,-1.074091702,#VALUE!,#VALUE!
Q9VF71,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.907927905,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VDS7;Q8IN64,-1.380821784,-1.372990907,-0.73463512,-1.26060119,-1.102620153,-1.838924969,#VALUE!,-1.255666653,-0.204914671,-0.900852945,-1.288698934,-1.473770898,-0.564456743,0.218719182,#VALUE!,#VALUE!
Q9VKE7,-0.223171687,-0.274983099,-0.600817966,-0.832616379,#VALUE!,#VALUE!,#VALUE!,-0.475836001,-0.99271837,-0.892017597,#VALUE!,#VALUE!,-1.094002228,-0.710944623,#VALUE!,#VALUE!
Q7K1W4,#VALUE!,#VALUE!,-0.296792963,#VALUE!,#VALUE!,#VALUE!,-0.468650981,0.390777727,#VALUE!,-0.868147154,#VALUE!,#VALUE!,-0.865384756,#VALUE!,-0.801329842,#VALUE!
